id,userId,movieId,rating,comment
336,4,3034,5,
337,4,3039,4,
338,4,3040,5,
339,4,3060,5,
340,4,3071,4,
341,4,3101,4,
342,4,3104,4,
343,4,3108,5,
344,4,3169,4,
345,4,3208,2,
346,4,3210,4,
347,4,3251,5,
348,4,3255,4,
349,4,3263,3,
350,4,3265,5,
351,4,4006,2,
352,5,3,4,
353,5,39,4,
354,5,104,4,
355,5,141,4,
356,5,150,4,
357,5,231,3.5,
358,5,277,4.5,
359,5,344,3.5,
360,5,356,4,
361,5,364,4,
362,5,367,4,
363,5,377,4,
364,5,440,4,
365,5,500,4.5,
366,5,586,4,
367,5,588,3.5,
368,5,595,4,
369,5,597,5,
370,5,788,3.5,
371,5,858,2.5,
372,5,903,3.5,
373,5,919,4,
374,5,1022,4,
375,5,1035,5,
376,5,1193,3,
377,5,1221,2.5,
378,5,1247,4,
379,5,1307,4,
380,5,1380,5,
381,5,1393,3.5,
382,5,1485,4.5,
383,5,1544,3.5,
384,5,1682,4,
385,5,1721,4,
386,5,1777,4,
387,5,1784,4.5,
388,5,1923,4.5,
389,5,1961,4,
390,5,1968,4,
391,5,1997,3.5,
392,5,2023,1.5,
393,5,2081,5,
394,5,2273,4,
395,5,2294,4,
396,5,2355,3.5,
397,5,2424,4,
398,5,2502,3.5,
399,5,2683,4,
400,5,2694,4.5,
401,5,2706,4,
402,5,2762,3.5,
403,5,2770,3.5,
404,5,2918,3.5,
405,5,2997,3.5,
406,5,3114,3.5,
407,5,3176,3.5,
408,5,3408,4,
409,5,3753,3.5,
410,5,3897,4.5,
411,5,3948,3.5,
412,5,4014,4,
413,5,4018,4,
414,5,4022,3.5,
415,5,4025,4.5,
416,5,4306,3.5,
417,5,4308,3.5,
418,5,4447,4.5,
419,5,4718,3.5,
420,5,4963,3,
421,5,4995,4.5,
422,5,5266,3.5,
423,5,5299,4.5,
424,5,5349,4.5,
425,5,5464,4,
426,5,5669,3.5,
427,5,5679,4.5,
428,5,5816,3,
429,5,5995,4,
430,5,6218,3.5,
431,5,6373,4,
432,5,6377,4,
433,5,6502,4,
434,5,6711,2.5,
435,5,6942,4,
436,5,8376,4,
437,5,8464,4,
438,5,8622,3.5,
439,5,8636,4.5,
440,5,8644,4,
441,5,30707,4.5,
442,5,30749,4.5,
443,5,30793,3.5,
444,5,33166,5,
445,5,33679,4,
446,5,34162,4.5,
447,5,35836,4,
448,5,40819,4.5,
449,5,41566,4,
450,5,41569,4,
451,5,48385,4.5,
452,6,111,4,
453,6,158,2,
454,6,173,2,
455,6,293,5,
456,6,596,4,
457,6,903,4,
458,6,1204,5,
459,6,1250,4.5,
460,6,1259,4.5,
461,6,1276,4.5,
462,6,1285,4.5,
463,6,1358,2,
464,6,1639,2,
465,6,1687,2,
466,6,1747,2,
467,6,1876,0.5,
468,6,1909,3,
469,6,2001,3,
470,6,2019,4,
471,6,2072,4,
472,6,2174,4,
473,6,2502,3.5,
474,6,2528,3,
475,6,2529,4,
476,6,2571,1,
477,6,2657,2,
478,6,2692,4,
479,6,2723,3,
480,6,2761,4.5,
481,6,2890,3,
482,6,3052,1,
483,6,3114,4,
484,6,3300,3.5,
485,6,3751,1.5,
486,6,4641,1.5,
487,6,4975,1.5,
488,6,5952,5,
489,6,7090,3,
490,6,7153,5,
491,6,7361,4,
492,6,8368,3.5,
493,6,8636,4,
494,6,8784,3,
495,6,8874,4.5,
496,7,1,3,
497,7,10,3,
498,7,21,3,
499,7,31,3,
500,7,34,4,
501,7,40,4,
502,7,104,3,
503,7,110,5,
504,7,112,4,
505,7,141,4,
506,7,151,4,
507,7,198,2,
508,7,207,3,
509,7,260,5,
510,7,272,3,
511,7,316,2,
512,7,318,5,
513,7,329,3,
514,7,333,3,
515,7,345,3,
516,7,355,3,
517,7,356,3,
518,7,357,3,
519,7,364,3,
520,7,367,3,
521,7,377,3,
522,7,380,4,
523,7,480,4,
524,7,500,3,
525,7,534,4,
526,7,539,3,
527,7,541,4,
528,7,551,4,
529,7,588,4,
530,7,589,3,
531,7,590,4,
532,7,592,3,
533,7,594,4,
534,7,595,3,
535,7,610,3,
536,7,671,4,
537,7,708,3,
538,7,720,5,
539,7,724,2,
540,7,736,1,
541,7,737,1,
542,7,745,5,
543,7,780,3,
544,7,786,2,
545,7,924,4,
546,7,1036,3,
547,7,1073,3,
548,7,1079,4,
549,7,1080,4,
550,7,1097,3,
551,7,1125,3,
552,7,1129,3,
553,7,1136,4,
554,7,1148,5,
555,7,1196,5,
556,7,1197,3,
557,7,1198,5,
558,7,1210,5,
559,7,1220,4,
560,7,1223,5,
561,7,1225,5,
562,7,1231,4,
563,7,1240,4,
564,7,1242,5,
565,7,1270,3,
566,7,1275,4,
567,7,1278,3,
568,7,1287,4,
569,7,1288,4,
570,7,1291,3,
571,7,1298,3,
572,7,1302,4,
573,7,1307,3,
574,7,1353,3,
575,7,1371,3,
576,7,1372,3,
577,7,1373,2,
578,7,1374,4,
579,7,1375,3,
580,7,1376,3,
581,7,1394,3,
582,7,1405,5,
583,7,1408,1,
584,8,32,5,
585,8,45,2.5,
586,8,47,5,
587,8,50,5,
588,8,110,4,
589,8,260,3.5,
590,8,282,2,
591,8,296,4,
592,8,318,5,
593,8,356,4,
594,8,457,4.5,
595,8,520,3.5,
596,8,524,2,
597,8,527,5,
598,8,543,5,
599,8,589,4,
600,8,593,4.5,
601,8,628,4,
602,8,805,3.5,
603,8,858,5,
604,8,1196,3.5,
605,8,1197,4,
606,8,1198,4,
607,8,1210,4,
608,8,1219,4,
609,8,1225,4,
610,8,1258,4,
611,8,1259,4,
612,8,1265,3,
613,8,1270,4,
614,8,1291,4,
615,8,1302,3.5,
616,8,1358,0.5,
617,8,1387,4,
618,8,1393,3,
619,8,1500,4,
620,8,1552,3,
621,8,1617,3.5,
622,8,1625,5,
623,8,1674,4,
624,8,1704,4,
625,8,1754,3,
626,8,1777,5,
627,8,1876,3.5,
628,8,1961,5,
629,8,2028,4,
630,8,2100,3,
631,8,2139,3,
632,8,2194,4.5,
633,8,2302,4.5,
634,8,2324,4,
635,8,2329,5,
636,8,2353,3.5,
637,8,2423,3.5,
638,8,2502,5,
639,8,2571,5,
640,8,2716,3.5,
641,8,2762,4.5,
642,8,2770,2.5,
643,8,2791,4.5,
644,8,2797,3.5,
645,8,2804,3.5,
646,8,2841,3,
647,8,2858,4.5,
648,8,2918,5,
649,8,2959,4,
650,8,3147,4.5,
651,8,3578,5,
652,8,3916,3.5,
653,8,3948,4,
654,8,3996,4,
655,8,4011,4.5,
656,8,4019,3.5,
657,8,4034,4.5,
658,8,4226,5,
659,8,4262,4,
660,8,4448,2.5,
661,8,4886,3.5,
662,8,4896,3.5,
663,8,4963,4.5,
664,8,4973,4,
665,8,4993,3.5,
666,8,4995,3.5,
667,8,5064,5,
668,8,5378,3.5,
669,8,5445,4.5,
670,8,5464,4,
671,8,5630,4,
672,8,5650,4,
673,8,5669,3,
674,8,5952,4,
675,8,5989,3.5,
676,8,6377,4,
677,8,6378,3,
678,8,6870,4,
679,8,6874,5,
680,8,6879,3,
681,8,7143,3.5,
682,8,7153,4,
683,8,7361,4,
684,8,7438,4,
685,8,8533,2.5,
686,8,8784,4.5,
687,8,8873,4,
688,8,8874,3,
689,8,32587,3.5,
690,8,33166,4.5,
691,8,33493,4.5,
692,8,33794,4.5,
693,8,34162,3.5,
694,8,40583,3.5,
695,8,40819,3.5,
696,8,42007,2,
697,8,43556,3.5,
698,8,43871,3,
699,8,44004,3,
700,9,1,4,
701,9,17,4,
702,9,26,3,
703,9,36,5,
704,9,47,3,
705,9,318,4,
706,9,497,4,
707,9,515,4,
708,9,527,5,
709,9,534,5,
710,9,593,4,
711,9,608,5,
712,9,733,2,
713,9,1059,5,
714,9,1177,3,
715,9,1357,4,
716,9,1358,4,
717,9,1411,3,
718,9,1541,2,
719,9,1584,4,
720,9,1680,4,
721,9,1682,5,
722,9,1704,4,
723,9,1721,3,
724,9,1784,5,
725,9,2028,4,
726,9,2125,4,
727,9,2140,4,
728,9,2249,4,
729,9,2268,3,
730,9,2273,3,
731,9,2278,4,
732,9,2291,4,
733,9,2294,2,
734,9,2302,4,
735,9,2391,4,
736,9,2396,4,
737,9,2427,2,
738,9,2490,3,
739,9,2501,4,
740,9,2539,2,
741,9,2571,5,
742,9,2628,3,
743,9,2762,4,
744,9,2857,4,
745,10,50,5,
746,10,152,4,
747,10,318,4,
748,10,344,3,
749,10,345,4,
750,10,592,3,
751,10,735,4,
752,10,1036,3,
753,10,1089,3,
754,10,1101,2,
755,10,1127,4,
756,10,1196,4,
757,10,1197,4,
758,10,1198,4,
759,10,1200,4,
760,10,1210,4,
761,10,1220,3,
762,10,1240,4,
763,10,1291,4,
764,10,1358,5,
765,10,1423,4,
766,10,1459,3,
767,10,1499,3,
768,10,1611,5,
769,10,1690,3,
770,10,1704,4,
771,10,1719,5,
772,10,1887,2,
773,10,1923,5,
774,10,2108,3,
775,10,2344,5,
776,10,2406,4,
777,10,2410,2,
778,10,2539,4,
779,10,2571,5,
780,10,2826,5,
781,10,2827,3,
782,10,2840,3,
783,10,2841,4,
784,10,2881,3,
785,10,2890,4,
786,10,2907,2,
787,10,2926,5,
788,10,2995,2,
789,10,3005,3,
790,10,3019,4,
791,11,50,5,
792,11,70,1,
793,11,126,4,
794,11,169,3,
795,11,296,5,
796,11,778,4.5,
797,11,785,3.5,
798,11,923,5,
799,11,1027,4.5,
800,11,1201,5,
801,11,1408,5,
802,11,1918,3,
803,11,2042,3.5,
804,11,2596,4.5,
805,11,2762,3,
806,11,3424,3,
807,11,5669,3,
808,11,6598,5,
809,11,26614,5,
810,11,48516,5,
811,11,51084,4,
812,11,58295,4.5,
813,11,71211,3.5,
814,11,77455,4.5,
815,11,79132,4,
816,11,80489,4.5,
817,11,80906,3,
818,11,81158,4,
819,11,81562,3.5,
820,11,88129,4,
821,11,91500,4.5,
822,11,91529,4.5,
823,11,91548,4,
824,11,96079,4,
825,11,96861,4,
826,11,97938,4,
827,11,104841,5,
828,11,106487,5,
829,12,253,3,
830,12,529,1,
831,12,538,3,
832,12,608,2,
833,12,673,1,
834,12,736,4,
835,12,737,3,
836,12,1028,1,
837,12,1032,2,
838,12,1077,3,
839,12,1197,1,
840,12,1215,5,
841,12,1220,5,
842,12,1230,2,
843,12,1235,5,
844,12,1295,1,
845,12,1374,1,
846,12,1387,4,
847,12,1639,2,
848,12,1732,3,
849,12,2259,2,
850,12,2355,2,
851,12,2460,4,
852,12,2529,1,
853,12,2668,2,
854,12,2959,4,
855,12,3146,2,
856,12,3148,1,
857,12,3176,3,
858,12,3179,2,
859,12,3298,4,
860,12,3324,1,
861,12,3408,4,
862,12,3474,4,
863,12,3770,3,
864,12,3773,2,
865,12,3780,2,
866,12,3791,1,
867,12,3793,5,
868,12,3794,3,
869,12,3798,4,
870,12,3799,1,
871,12,3801,3,
872,12,3809,3,
873,12,3825,5,
874,12,3827,2,
875,12,3829,2,
876,12,3831,4,
877,12,3841,2,
878,12,3844,1,
879,12,3861,3,
880,12,3863,5,
881,12,3864,3,
882,12,3865,5,
883,12,3869,2,
884,12,3871,2,
885,12,3873,3,
886,12,3879,5,
887,12,3885,3,
888,12,3886,2,
889,12,6184,4,
890,13,1,5,
891,13,47,2.5,
892,13,110,4,
893,13,277,4,
894,13,296,3.5,
895,13,318,4.5,
896,13,356,5,
897,13,362,4.5,
898,13,480,3,
899,13,524,3.5,
900,13,527,4,
901,13,531,4,
902,13,587,3,
903,13,590,4,
904,13,914,4,
905,13,919,3.5,
906,13,1027,3,
907,13,1259,4,
908,13,1265,2.5,
909,13,1918,3,
910,13,1961,4,
911,13,2355,4,
912,13,2571,3,
913,13,2572,3.5,
914,13,2761,4,
915,13,2762,3,
916,13,2804,3,
917,13,2908,3,
918,13,2918,3,
919,13,3114,3,
920,13,3147,4,
921,13,3255,3.5,
922,13,3396,3.5,
923,13,3624,3,
924,13,4306,4,
925,13,4310,4.5,
926,13,4321,2.5,
927,13,4718,3.5,
928,13,4878,4.5,
929,13,4886,3.5,
930,13,4993,4.5,
931,13,5989,4,
932,13,6377,4.5,
933,13,7361,4,
934,13,7502,4.5,
935,13,54286,3.5,
936,13,58559,4.5,
937,13,64614,4.5,
938,13,69757,4,
939,13,78499,4,
940,13,81834,4.5,
941,13,88125,4.5,
942,13,93363,3,
943,14,594,1,
944,14,1196,4,
945,14,1721,3,
946,14,2038,3,
947,14,2355,2,
948,14,2394,3,
949,14,2628,3,
950,14,2683,2,
951,14,2716,3,
952,14,2720,2,
953,14,2724,3,
954,14,2861,2,
955,14,3114,4,
956,14,3157,2,
957,14,3175,5,
958,14,3354,3,
959,14,3623,3,
960,14,3751,4,
961,14,3986,3,
962,14,3988,4,
963,15,1,2,
964,15,2,2,
965,15,5,4.5,
966,15,6,4,
967,15,10,3,
968,15,11,2.5,
969,15,14,2.5,
970,15,16,3.5,
971,15,17,3,
972,15,19,1,
973,15,21,4.5,
974,15,22,2.5,
975,15,25,3,
976,15,32,4,
977,15,34,3,
978,15,36,1,
979,15,39,2.5,
980,15,44,3,
981,15,47,5,
982,15,50,5,
983,15,52,2.5,
984,15,62,2,
985,15,70,0.5,
986,15,82,5,
987,15,94,3,
988,15,95,1.5,
989,15,101,4,
990,15,104,1,
991,15,107,2,
992,15,110,3,
993,15,111,5,
994,15,112,2.5,
995,15,123,4,
996,15,125,3.5,
997,15,145,3.5,
998,15,149,5,
999,15,150,3,
1000,15,153,1,
1001,15,157,2,
1002,15,160,0.5,
1003,15,161,3,
1004,15,162,4,
1005,15,163,2,
1006,15,164,4,
1007,15,165,3,
1008,15,170,2.5,
1009,15,172,1,
1010,15,175,4,
1011,15,176,4,
1012,15,180,3,
1013,15,185,2,
1014,15,193,1,
1015,15,196,2,
1016,15,198,1.5,
1017,15,208,1.5,
1018,15,214,2,
1019,15,215,4.5,
1020,15,216,1,
1021,15,223,4,
1022,15,225,1,
1023,15,230,1,
1024,15,231,3.5,
1025,15,232,4,
1026,15,233,4,
1027,15,235,4,
1028,15,237,3.5,
1029,15,246,5,
1030,15,247,2,
1031,15,252,2,
1032,15,253,2,
1033,15,260,5,
1034,15,265,1,
1035,15,288,2,
1036,15,292,1,
1037,15,293,5,
1038,15,296,5,
1039,15,300,4,
1040,15,306,5,
1041,15,307,4,
1042,15,308,4,
1043,15,316,3,
1044,15,317,1,
1045,15,318,2,
1046,15,322,2.5,
1047,15,329,1.5,
1048,15,335,2,
1049,15,339,2.5,
1050,15,342,3,
1051,15,344,2,
1052,15,349,3,
1053,15,353,3,
1054,15,355,0.5,
1055,15,356,1,
1056,15,357,3.5,
1057,15,364,4,
1058,15,367,2,
1059,15,370,3.5,
1060,15,371,2,
1061,15,372,3,
1062,15,373,3.5,
1063,15,377,4,
1064,15,380,4,
1065,15,382,3.5,
1066,15,429,1,
1067,15,431,4,
1068,15,434,3,
1069,15,435,1,
1070,15,440,2.5,
1071,15,441,4,
1072,15,442,1,
1073,15,454,3,
1074,15,457,5,
1075,15,466,2.5,
1076,15,471,3,
1077,15,474,3,
1078,15,480,3,
1079,15,481,3,
1080,15,483,1,
1081,15,485,0.5,
1082,15,494,4,
1083,15,500,3,
1084,15,508,1.5,
1085,15,509,2,
1086,15,520,3.5,
1087,15,524,2.5,
1088,15,527,4,
1089,15,535,3,
1090,15,539,2,
1091,15,540,1.5,
1092,15,541,5,
1093,15,543,3,
1094,15,549,5,
1095,15,551,2,
1096,15,555,4,
1097,15,556,3.5,
1098,15,562,3,
1099,15,574,3,
1100,15,586,2,
1101,15,587,1,
1102,15,588,0.5,
1103,15,589,4,
1104,15,590,3,
1105,15,592,4,
1106,15,593,5,
1107,15,594,2.5,
1108,15,597,2.5,
1109,15,608,5,
1110,15,610,3,
1111,15,628,2.5,
1112,15,647,1.5,
1113,15,648,4,
1114,15,663,2,
1115,15,665,3,
1116,15,674,3,
1117,15,680,2,
1118,15,708,3,
1119,15,720,3,
1120,15,724,2,
1121,15,733,3.5,
1122,15,736,1,
1123,15,745,3,
1124,15,748,2.5,
1125,15,750,4,
1126,15,762,2,
1127,15,778,4,
1128,15,780,2.5,
1129,15,784,2.5,
1130,15,785,3,
1131,15,786,0.5,
1132,15,788,1.5,
1133,15,799,3,
1134,15,800,5,
1135,15,802,1,
1136,15,803,4.5,
1137,15,804,3.5,
1138,15,832,1,
1139,15,836,2,
1140,15,851,4,
1141,15,858,5,
1142,15,866,4,
1143,15,899,5,
1144,15,903,5,
1145,15,904,5,
1146,15,908,5,
1147,15,909,4,
1148,15,910,2.5,
1149,15,911,4,
1150,15,912,5,
1151,15,913,4,
1152,15,914,1.5,
1153,15,916,1,
1154,15,919,3,
1155,15,920,3.5,
1156,15,922,1,
1157,15,923,5,
1158,15,924,5,
1159,15,926,3,
1160,15,931,1,
1161,15,953,3,
1162,15,994,4,
1163,15,1020,2,
1164,15,1035,2,
1165,15,1036,4,
1166,15,1041,5,
1167,15,1047,2.5,
1168,15,1059,1.5,
1169,15,1060,4,
1170,15,1073,3,
1171,15,1079,4,
1172,15,1084,3,
1173,15,1088,2,
1174,15,1089,4,
1175,15,1092,2.5,
1176,15,1093,2,
1177,15,1094,4,
1178,15,1095,4,
1179,15,1097,4,
1180,15,1100,2.5,
1181,15,1101,3,
1182,15,1120,1,
1183,15,1127,4,
1184,15,1131,2.5,
1185,15,1136,2.5,
1186,15,1147,3.5,
1187,15,1148,3,
1188,15,1171,4,
1189,15,1173,3,
1190,15,1176,4,
1191,15,1178,3,
1192,15,1179,4,
1193,15,1183,2,
1194,15,1186,4.5,
1195,15,1189,3.5,
1196,15,1193,5,
1197,15,1196,5,
1198,15,1197,1,
1199,15,1198,4,
1200,15,1199,1,
1201,15,1200,4,
1202,15,1201,3.5,
1203,15,1203,4,
1204,15,1204,2,
1205,15,1206,5,
1206,15,1207,3,
1207,15,1208,5,
1208,15,1209,4.5,
1209,15,1210,5,
1210,15,1211,1.5,
1211,15,1212,3,
1212,15,1213,3,
1213,15,1214,4,
1214,15,1215,1.5,
1215,15,1217,2,
1216,15,1218,4,
1217,15,1219,3,
1218,15,1220,1,
1219,15,1221,5,
1220,15,1222,4,
1221,15,1223,4,
1222,15,1225,4,
1223,15,1228,4,
1224,15,1230,3,
1225,15,1231,4,
1226,15,1233,3,
1227,15,1234,4,
1228,15,1235,3.5,
1229,15,1240,3,
1230,15,1243,2,
1231,15,1244,5,
1232,15,1246,1,
1233,15,1247,5,
1234,15,1248,3,
1235,15,1249,3,
1236,15,1250,4,
1237,15,1251,3,
1238,15,1252,5,
1239,15,1254,3.5,
1240,15,1258,4,
1241,15,1259,3,
1242,15,1260,3,
1243,15,1262,1.5,
1244,15,1263,4,
1245,15,1264,3,
1246,15,1265,4,
1247,15,1266,4,
1248,15,1267,5,
1249,15,1270,5,
1250,15,1272,3.5,
1251,15,1276,2.5,
1252,15,1280,3,
1253,15,1281,1,
1254,15,1283,3,
1255,15,1284,3,
1256,15,1287,2,
1257,15,1288,4,
1258,15,1289,4,
1259,15,1290,3,
1260,15,1291,4,
1261,15,1293,4,
1262,15,1297,4,
1263,15,1302,3,
1264,15,1303,2,
1265,15,1304,3,
1266,15,1307,5,
1267,15,1320,3,
1268,15,1333,2,
1269,15,1334,2,
1270,15,1339,2,
1271,15,1342,2,
1272,15,1356,2,
1273,15,1358,1,
1274,15,1361,3.5,
1275,15,1370,3,
1276,15,1377,3,
1277,15,1380,2.5,
1278,15,1385,3,
1279,15,1387,4,
1280,15,1391,0.5,
1281,15,1393,3.5,
1282,15,1394,4,
1283,15,1396,4,
1284,15,1405,3,
1285,15,1407,5,
1286,15,1449,4,
1287,15,1464,4,
1288,15,1466,4,
1289,15,1476,3,
1290,15,1479,1.5,
1291,15,1483,3,
1292,15,1484,3,
1293,15,1485,3,
1294,15,1500,3,
1295,15,1502,1.5,
1296,15,1503,1,
1297,15,1513,2,
1298,15,1517,3,
1299,15,1527,1,
1300,15,1529,3,
1301,15,1544,1,
1302,15,1546,4,
1303,15,1552,1.5,
1304,15,1556,2.5,
1305,15,1562,1.5,
1306,15,1569,3.5,
1307,15,1573,4,
1308,15,1580,4,
1309,15,1584,4,
1310,15,1589,2,
1311,15,1597,2,
1312,15,1608,1,
1313,15,1610,3,
1314,15,1615,3,
1315,15,1616,3,
1316,15,1617,5,
1317,15,1625,4,
1318,15,1635,4,
1319,15,1639,4,
1320,15,1644,1.5,
1321,15,1645,3,
1322,15,1649,2,
1323,15,1653,3,
1324,15,1663,3,
1325,15,1673,3,
1326,15,1676,4,
1327,15,1680,3,
1328,15,1682,2,
1329,15,1689,4.5,
1330,15,1690,1,
1331,15,1694,3,
1332,15,1704,4,
1333,15,1717,4,
1334,15,1719,4,
1335,15,1721,1.5,
1336,15,1722,3.5,
1337,15,1729,1,
1338,15,1732,3.5,
1339,15,1735,0.5,
1340,15,1747,3.5,
1341,15,1748,4,
1342,15,1752,3.5,
1343,15,1753,1,
1344,15,1754,3.5,
1345,15,1777,2,
1346,15,1779,1,
1347,15,1784,3,
1348,15,1792,3,
1349,15,1805,3,
1350,15,1807,1.5,
1351,15,1810,2.5,
1352,15,1816,2.5,
1353,15,1827,4,
1354,15,1831,2,
1355,15,1834,3.5,
1356,15,1836,2,
1357,15,1845,4,
